customer_id,snapshot_date,churn_next_60d,split
CUST00141,2025-09-30,0,test
CUST00142,2025-09-30,1,test
CUST00143,2025-09-30,0,train
CUST00144,2025-09-30,0,validation
CUST00145,2025-09-30,1,validation
CUST00146,2025-09-30,0,train
CUST00147,2025-09-30,0,train
CUST00148,2025-09-30,0,train
CUST00149,2025-09-30,0,train
CUST00150,2025-09-30,0,train
CUST00151,2025-09-30,0,train
CUST00152,2025-09-30,0,train
CUST00153,2025-09-30,0,train
CUST00154,2025-09-30,0,train
CUST00155,2025-09-30,0,train
CUST00156,2025-09-30,0,validation
CUST00157,2025-09-30,1,validation
CUST00158,2025-09-30,1,train
CUST00159,2025-09-30,1,train
CUST00160,2025-09-30,1,test
CUST00161,2025-09-30,0,train
CUST00162,2025-09-30,1,train
CUST00163,2025-09-30,0,train
CUST00164,2025-09-30,1,train
CUST00165,2025-09-30,0,validation
CUST00166,2025-09-30,0,train
CUST00167,2025-09-30,1,train
CUST00168,2025-09-30,0,train
CUST00169,2025-09-30,1,train
CUST00170,2025-09-30,0,train
CUST00171,2025-09-30,0,test
CUST00172,2025-09-30,0,train
CUST00173,2025-09-30,0,train
CUST00174,2025-09-30,0,train
CUST00175,2025-09-30,1,train
CUST00176,2025-09-30,0,train
CUST00177,2025-09-30,0,validation
CUST00178,2025-09-30,0,train
CUST00179,2025-09-30,0,train
CUST00180,2025-09-30,1,train
CUST00181,2025-09-30,0,train
CUST00182,2025-09-30,0,train
CUST00183,2025-09-30,1,test
CUST00184,2025-09-30,1,test
CUST00185,2025-09-30,0,train
CUST00186,2025-09-30,0,train
CUST00187,2025-09-30,0,train
CUST00188,2025-09-30,1,validation
CUST00189,2025-09-30,0,train
CUST00190,2025-09-30,0,train
CUST00191,2025-09-30,0,validation
CUST00192,2025-09-30,0,test
CUST00193,2025-09-30,1,train
CUST00194,2025-09-30,0,test
CUST00195,2025-09-30,0,train
CUST00196,2025-09-30,1,train
CUST00197,2025-09-30,0,validation
CUST00198,2025-09-30,0,train
CUST00199,2025-09-30,0,validation
CUST00200,2025-09-30,0,train
CUST00201,2025-09-30,1,train
CUST00202,2025-09-30,0,train
CUST00203,2025-09-30,1,validation
CUST00204,2025-09-30,0,train
CUST00205,2025-09-30,0,train
CUST00206,2025-09-30,1,train
CUST00207,2025-09-30,1,train
CUST00208,2025-09-30,1,train
CUST00209,2025-09-30,1,validation
CUST00210,2025-09-30,1,train
CUST00211,2025-09-30,0,train
CUST00212,2025-09-30,1,train
CUST00213,2025-09-30,1,train
CUST00214,2025-09-30,1,train
CUST00215,2025-09-30,1,train
CUST00216,2025-09-30,1,train
CUST00217,2025-09-30,1,train
CUST00218,2025-09-30,0,train
CUST00219,2025-09-30,1,train
CUST00220,2025-09-30,0,train
CUST00221,2025-09-30,0,train
CUST00222,2025-09-30,1,train
CUST00223,2025-09-30,1,train
CUST00224,2025-09-30,0,train
CUST00225,2025-09-30,1,train
CUST00226,2025-09-30,0,validation
CUST00227,2025-09-30,1,train
CUST00228,2025-09-30,1,train
CUST00229,2025-09-30,1,train
CUST00230,2025-09-30,0,train
CUST00231,2025-09-30,0,train
CUST00232,2025-09-30,0,train
CUST00233,2025-09-30,1,train
CUST00234,2025-09-30,0,train
CUST00235,2025-09-30,0,train
CUST00236,2025-09-30,0,train
CUST00237,2025-09-30,0,validation
CUST00238,2025-09-30,0,train
CUST00239,2025-09-30,1,test
CUST00240,2025-09-30,0,train
CUST00241,2025-09-30,0,train
CUST00242,2025-09-30,0,train
CUST00243,2025-09-30,1,train
CUST00244,2025-09-30,1,train
CUST00245,2025-09-30,0,train
CUST00246,2025-09-30,0,train
CUST00247,2025-09-30,1,test
CUST00248,2025-09-30,0,test
CUST00249,2025-09-30,1,train
CUST00250,2025-09-30,0,test
CUST00251,2025-09-30,1,train
CUST00252,2025-09-30,1,train
CUST00253,2025-09-30,1,train
CUST00254,2025-09-30,1,train
CUST00255,2025-09-30,0,train
CUST00256,2025-09-30,1,test
CUST00257,2025-09-30,0,train
CUST00258,2025-09-30,0,validation
CUST00259,2025-09-30,1,train
CUST00260,2025-09-30,0,validation
CUST00261,2025-09-30,0,train
CUST00262,2025-09-30,0,train
CUST00263,2025-09-30,0,validation
CUST00264,2025-09-30,1,train
CUST00265,2025-09-30,0,train
CUST00266,2025-09-30,1,test
CUST00267,2025-09-30,1,validation
CUST00268,2025-09-30,0,train
CUST00269,2025-09-30,0,validation
CUST00270,2025-09-30,0,train
CUST00271,2025-09-30,0,train
CUST00272,2025-09-30,0,validation
CUST00273,2025-09-30,0,train
CUST00274,2025-09-30,0,train
CUST00275,2025-09-30,1,train
CUST00276,2025-09-30,0,validation
CUST00277,2025-09-30,0,train
CUST00278,2025-09-30,1,test
CUST00279,2025-09-30,0,test
CUST00280,2025-09-30,0,train
CUST00281,2025-09-30,1,validation
CUST00282,2025-09-30,1,train
CUST00283,2025-09-30,0,train
CUST00284,2025-09-30,1,validation
CUST00285,2025-09-30,0,validation
CUST00286,2025-09-30,1,train
CUST00287,2025-09-30,0,train
CUST00288,2025-09-30,1,train
CUST00289,2025-09-30,0,train
CUST00290,2025-09-30,0,train
CUST00291,2025-09-30,1,train
CUST00292,2025-09-30,0,train
CUST00293,2025-09-30,1,test
CUST00294,2025-09-30,0,train
CUST00295,2025-09-30,0,train
CUST00296,2025-09-30,1,train
CUST00297,2025-09-30,1,train
CUST00298,2025-09-30,1,train
CUST00299,2025-09-30,1,train
CUST00300,2025-09-30,0,train
CUST00301,2025-09-30,0,validation
CUST00302,2025-09-30,1,train
CUST00303,2025-09-30,0,test
CUST00304,2025-09-30,1,train
CUST00305,2025-09-30,1,test
CUST00306,2025-09-30,0,test
CUST00307,2025-09-30,1,train
CUST00308,2025-09-30,0,train
CUST00309,2025-09-30,1,train
CUST00310,2025-09-30,0,train
CUST00311,2025-09-30,1,train
CUST00312,2025-09-30,1,train
CUST00313,2025-09-30,1,validation
CUST00314,2025-09-30,1,train
CUST00315,2025-09-30,0,train
CUST00316,2025-09-30,1,train
CUST00317,2025-09-30,1,test
CUST00318,2025-09-30,0,test
CUST00319,2025-09-30,1,train
CUST00320,2025-09-30,0,train
CUST00321,2025-09-30,1,validation
CUST00322,2025-09-30,0,train
CUST00323,2025-09-30,0,train
CUST00324,2025-09-30,1,validation
CUST00325,2025-09-30,0,train
CUST00326,2025-09-30,1,train
CUST00327,2025-09-30,1,validation
CUST00328,2025-09-30,1,validation
CUST00329,2025-09-30,0,train
CUST00330,2025-09-30,0,train
CUST00331,2025-09-30,1,train
CUST00332,2025-09-30,0,validation
CUST00333,2025-09-30,0,train
CUST00334,2025-09-30,1,train
CUST00335,2025-09-30,0,test
CUST00336,2025-09-30,0,train
CUST00337,2025-09-30,1,validation
CUST00338,2025-09-30,0,validation
CUST00339,2025-09-30,0,train
CUST00340,2025-09-30,0,train
CUST00341,2025-09-30,0,train
CUST00342,2025-09-30,0,train
CUST00343,2025-09-30,0,train
CUST00344,2025-09-30,0,train
CUST00345,2025-09-30,0,validation
CUST00346,2025-09-30,0,train
CUST00347,2025-09-30,1,train
CUST00348,2025-09-30,0,test
CUST00349,2025-09-30,0,train
CUST00350,2025-09-30,0,validation
CUST00351,2025-09-30,0,train
CUST00352,2025-09-30,0,train
CUST00353,2025-09-30,1,train
CUST00354,2025-09-30,0,train
CUST00355,2025-09-30,1,train
CUST00356,2025-09-30,0,train
CUST00357,2025-09-30,1,validation
CUST00358,2025-09-30,1,train
CUST00359,2025-09-30,0,train
CUST00360,2025-09-30,0,train
CUST00361,2025-09-30,1,train
CUST00362,2025-09-30,0,train
CUST00363,2025-09-30,0,train
CUST00364,2025-09-30,1,train
CUST00365,2025-09-30,1,validation
CUST00366,2025-09-30,0,train
CUST00367,2025-09-30,1,train
CUST00368,2025-09-30,1,train
CUST00369,2025-09-30,1,validation
CUST00370,2025-09-30,1,train
CUST00371,2025-09-30,1,train
CUST00372,2025-09-30,0,train
CUST00373,2025-09-30,1,train
CUST00374,2025-09-30,1,train
CUST00375,2025-09-30,1,train
CUST00376,2025-09-30,1,train
CUST00377,2025-09-30,1,validation
CUST00378,2025-09-30,1,train
CUST00379,2025-09-30,1,test
CUST00380,2025-09-30,0,train
CUST00381,2025-09-30,1,train
CUST00382,2025-09-30,0,train
CUST00383,2025-09-30,0,train
CUST00384,2025-09-30,0,test
CUST00385,2025-09-30,0,train
CUST00386,2025-09-30,0,train
CUST00387,2025-09-30,0,train
CUST00388,2025-09-30,1,train
CUST00389,2025-09-30,0,train
CUST00390,2025-09-30,1,train
CUST00391,2025-09-30,0,test
CUST00392,2025-09-30,1,train
CUST00393,2025-09-30,0,train
CUST00394,2025-09-30,0,train
CUST00395,2025-09-30,0,train
CUST00396,2025-09-30,0,validation
CUST00397,2025-09-30,1,test
CUST00398,2025-09-30,0,train
CUST00399,2025-09-30,1,train
CUST00400,2025-09-30,0,train
CUST00401,2025-09-30,0,validation
CUST00402,2025-09-30,1,validation
CUST00403,2025-09-30,0,validation
CUST00404,2025-09-30,1,train
CUST00405,2025-09-30,1,train
CUST00406,2025-09-30,0,train
CUST00407,2025-09-30,0,train
CUST00408,2025-09-30,0,validation
CUST00409,2025-09-30,1,train
CUST00410,2025-09-30,0,validation
CUST00411,2025-09-30,1,test
CUST00412,2025-09-30,1,test
CUST00413,2025-09-30,0,train
CUST00414,2025-09-30,1,test
CUST00415,2025-09-30,1,train
CUST00416,2025-09-30,0,train
CUST00417,2025-09-30,1,test
CUST00418,2025-09-30,0,test
CUST00419,2025-09-30,1,train
CUST00420,2025-09-30,0,validation
CUST00421,2025-09-30,0,train
CUST00422,2025-09-30,1,train
CUST00423,2025-09-30,1,train
CUST00424,2025-09-30,1,train
CUST00425,2025-09-30,0,train
CUST00426,2025-09-30,1,train
CUST00427,2025-09-30,1,validation
CUST00428,2025-09-30,0,train
CUST00429,2025-09-30,0,train
CUST00430,2025-09-30,0,train
CUST00431,2025-09-30,1,train
CUST00432,2025-09-30,1,train
CUST00433,2025-09-30,0,train
CUST00434,2025-09-30,0,train
CUST00435,2025-09-30,1,train
CUST00436,2025-09-30,0,validation
CUST00437,2025-09-30,0,test
CUST00438,2025-09-30,1,test
CUST00439,2025-09-30,1,train
CUST00440,2025-09-30,1,train
CUST00441,2025-09-30,1,train
CUST00442,2025-09-30,1,test
CUST00443,2025-09-30,1,train
CUST00444,2025-09-30,1,train
CUST00445,2025-09-30,0,train
CUST00446,2025-09-30,1,train
CUST00447,2025-09-30,0,train
CUST00448,2025-09-30,1,train
CUST00449,2025-09-30,1,train
CUST00450,2025-09-30,0,train
CUST00451,2025-09-30,0,validation
CUST00452,2025-09-30,1,train
CUST00453,2025-09-30,0,train
CUST00454,2025-09-30,0,test
CUST00455,2025-09-30,1,train
CUST00456,2025-09-30,1,train
CUST00457,2025-09-30,1,train
CUST00458,2025-09-30,0,validation
CUST00459,2025-09-30,1,train
CUST00460,2025-09-30,0,test
CUST00461,2025-09-30,1,train
CUST00462,2025-09-30,1,train
CUST00463,2025-09-30,0,train
CUST00464,2025-09-30,1,validation
CUST00465,2025-09-30,1,train
CUST00466,2025-09-30,0,validation
CUST00467,2025-09-30,0,train
CUST00468,2025-09-30,1,train
CUST00469,2025-09-30,0,train
CUST00470,2025-09-30,1,train
CUST00471,2025-09-30,1,train
CUST00472,2025-09-30,0,train
CUST00473,2025-09-30,1,train
CUST00474,2025-09-30,0,validation
CUST00475,2025-09-30,0,train
CUST00476,2025-09-30,1,train
CUST00477,2025-09-30,0,train
CUST00478,2025-09-30,0,train
CUST00479,2025-09-30,1,train
CUST00480,2025-09-30,1,test
CUST00481,2025-09-30,0,train
CUST00482,2025-09-30,0,test
CUST00483,2025-09-30,0,train
CUST00484,2025-09-30,0,train
CUST00485,2025-09-30,1,train
CUST00486,2025-09-30,0,train
CUST00487,2025-09-30,0,train
CUST00488,2025-09-30,1,train
CUST00489,2025-09-30,1,train
CUST00490,2025-09-30,0,train
CUST00491,2025-09-30,0,test
CUST00492,2025-09-30,0,train
CUST00493,2025-09-30,1,test
CUST00494,2025-09-30,0,validation
CUST00495,2025-09-30,0,train
CUST00496,2025-09-30,0,train
CUST00497,2025-09-30,1,train
CUST00498,2025-09-30,0,train
CUST00499,2025-09-30,0,train
CUST00500,2025-09-30,0,train
CUST00501,2025-09-30,0,train
CUST00502,2025-09-30,0,train
CUST00503,2025-09-30,0,train
CUST00504,2025-09-30,0,train
CUST00505,2025-09-30,0,train
CUST00506,2025-09-30,0,test
CUST00507,2025-09-30,1,test
CUST00508,2025-09-30,0,train
CUST00509,2025-09-30,0,test
CUST00510,2025-09-30,1,validation
CUST00511,2025-09-30,0,train
CUST00512,2025-09-30,1,train
CUST00513,2025-09-30,0,validation
CUST00514,2025-09-30,1,validation
CUST00515,2025-09-30,0,train
CUST00516,2025-09-30,1,train
CUST00517,2025-09-30,0,train
CUST00518,2025-09-30,0,train
CUST00519,2025-09-30,0,validation
CUST00520,2025-09-30,0,train
CUST00521,2025-09-30,0,validation
CUST00522,2025-09-30,1,train
CUST00523,2025-09-30,0,train
CUST00524,2025-09-30,1,train
CUST00525,2025-09-30,1,train
CUST00526,2025-09-30,0,train
CUST00527,2025-09-30,0,train
CUST00528,2025-09-30,0,train
CUST00529,2025-09-30,0,train
CUST00530,2025-09-30,0,train
CUST00531,2025-09-30,1,test
CUST00532,2025-09-30,1,validation
CUST00533,2025-09-30,0,train
CUST00534,2025-09-30,1,train
CUST00535,2025-09-30,1,train
CUST00536,2025-09-30,0,train
CUST00537,2025-09-30,0,train
CUST00538,2025-09-30,0,train
CUST00539,2025-09-30,0,validation
CUST00540,2025-09-30,0,train
CUST00541,2025-09-30,0,train
CUST00542,2025-09-30,0,train
CUST00543,2025-09-30,1,train
CUST00544,2025-09-30,1,train
CUST00545,2025-09-30,0,train
CUST00546,2025-09-30,0,train
CUST00547,2025-09-30,0,train
CUST00548,2025-09-30,0,train
CUST00549,2025-09-30,1,train
CUST00550,2025-09-30,0,validation
CUST00551,2025-09-30,0,train
CUST00552,2025-09-30,0,train
CUST00553,2025-09-30,1,train
CUST00554,2025-09-30,0,train
CUST00555,2025-09-30,0,train
CUST00556,2025-09-30,1,train
CUST00557,2025-09-30,0,validation
CUST00558,2025-09-30,1,train
CUST00559,2025-09-30,0,train
CUST00560,2025-09-30,1,validation
CUST00561,2025-09-30,0,train
CUST00562,2025-09-30,1,train
CUST00563,2025-09-30,1,train
CUST00564,2025-09-30,1,train
CUST00565,2025-09-30,0,validation
CUST00566,2025-09-30,0,train
CUST00567,2025-09-30,0,test
CUST00568,2025-09-30,1,test
CUST00569,2025-09-30,0,train
CUST00570,2025-09-30,1,test
CUST00571,2025-09-30,0,train
CUST00572,2025-09-30,1,train
CUST00573,2025-09-30,1,train
CUST00574,2025-09-30,0,validation
CUST00575,2025-09-30,1,train
CUST00576,2025-09-30,1,train
CUST00577,2025-09-30,0,train
CUST00578,2025-09-30,1,train
CUST00579,2025-09-30,1,train
CUST00580,2025-09-30,0,test
CUST00581,2025-09-30,1,validation
CUST00582,2025-09-30,1,train
CUST00583,2025-09-30,1,train
CUST00584,2025-09-30,1,train
CUST00585,2025-09-30,0,validation
CUST00586,2025-09-30,1,train
CUST00587,2025-09-30,0,train
CUST00588,2025-09-30,0,test
CUST00589,2025-09-30,1,train
CUST00590,2025-09-30,1,train
CUST00591,2025-09-30,1,train
CUST00592,2025-09-30,1,test
CUST00593,2025-09-30,0,train
CUST00594,2025-09-30,1,train
CUST00595,2025-09-30,0,train
CUST00596,2025-09-30,1,test
CUST00597,2025-09-30,1,train
CUST00598,2025-09-30,0,train
CUST00599,2025-09-30,0,train
CUST00600,2025-09-30,1,validation
CUST00601,2025-09-30,1,train
CUST00602,2025-09-30,1,test
CUST00603,2025-09-30,0,train
CUST00604,2025-09-30,0,train
CUST00605,2025-09-30,1,train
CUST00606,2025-09-30,1,train
CUST00607,2025-09-30,1,train
CUST00608,2025-09-30,0,train
CUST00609,2025-09-30,0,validation
CUST00610,2025-09-30,0,validation
CUST00611,2025-09-30,1,train
CUST00612,2025-09-30,1,train
CUST00613,2025-09-30,0,test
CUST00614,2025-09-30,1,train
CUST00615,2025-09-30,1,train
CUST00616,2025-09-30,1,train
CUST00617,2025-09-30,0,validation
CUST00618,2025-09-30,0,train
CUST00619,2025-09-30,0,train
CUST00620,2025-09-30,0,train
CUST00621,2025-09-30,1,train
CUST00622,2025-09-30,1,train
CUST00623,2025-09-30,0,train
CUST00624,2025-09-30,1,train
CUST00625,2025-09-30,1,train
CUST00626,2025-09-30,0,train
CUST00627,2025-09-30,1,validation
CUST00628,2025-09-30,0,train
CUST00629,2025-09-30,0,train
CUST00630,2025-09-30,0,train
CUST00631,2025-09-30,1,train
CUST00632,2025-09-30,1,train
CUST00633,2025-09-30,0,train
CUST00634,2025-09-30,1,train
CUST00635,2025-09-30,1,test
CUST00636,2025-09-30,0,train
CUST00637,2025-09-30,0,train
CUST00638,2025-09-30,1,train
CUST00639,2025-09-30,1,validation
CUST00640,2025-09-30,1,train
CUST00641,2025-09-30,0,train
CUST00642,2025-09-30,0,train
CUST00643,2025-09-30,1,test
CUST00644,2025-09-30,1,test
CUST00645,2025-09-30,1,test
CUST00646,2025-09-30,0,train
CUST00647,2025-09-30,1,test
CUST00648,2025-09-30,0,train
CUST00649,2025-09-30,1,train
CUST00650,2025-09-30,1,validation
CUST00651,2025-09-30,0,train
CUST00652,2025-09-30,0,validation
CUST00653,2025-09-30,0,train
CUST00654,2025-09-30,0,train
CUST00655,2025-09-30,0,train
CUST00656,2025-09-30,0,train
CUST00657,2025-09-30,1,test
CUST00658,2025-09-30,1,train
CUST00659,2025-09-30,0,validation
CUST00660,2025-09-30,0,test
CUST00661,2025-09-30,1,train
CUST00662,2025-09-30,1,train
CUST00663,2025-09-30,1,train
CUST00664,2025-09-30,0,train
CUST00665,2025-09-30,0,train
CUST00666,2025-09-30,0,train
CUST00667,2025-09-30,0,test
CUST00668,2025-09-30,1,train
CUST00669,2025-09-30,0,train
CUST00670,2025-09-30,1,train
CUST00671,2025-09-30,0,train
CUST00672,2025-09-30,1,train
CUST00673,2025-09-30,1,train
CUST00674,2025-09-30,1,train
CUST00675,2025-09-30,0,train
CUST00676,2025-09-30,0,test
CUST00677,2025-09-30,0,train
CUST00678,2025-09-30,1,train
CUST00679,2025-09-30,0,train
CUST00680,2025-09-30,1,train
CUST00681,2025-09-30,1,train
CUST00682,2025-09-30,0,train
CUST00683,2025-09-30,0,validation
CUST00684,2025-09-30,1,validation
CUST00685,2025-09-30,0,train
CUST00686,2025-09-30,1,train
CUST00687,2025-09-30,1,train
CUST00688,2025-09-30,0,train
CUST00689,2025-09-30,0,train
CUST00690,2025-09-30,0,validation
CUST00691,2025-09-30,0,train
CUST00692,2025-09-30,1,train
CUST00693,2025-09-30,1,train
CUST00694,2025-09-30,1,train
CUST00695,2025-09-30,1,train
CUST00696,2025-09-30,0,train
CUST00697,2025-09-30,0,train
CUST00698,2025-09-30,0,train
CUST00699,2025-09-30,0,train
CUST00700,2025-09-30,0,train
CUST00701,2025-09-30,1,train
CUST00702,2025-09-30,1,train
CUST00703,2025-09-30,1,validation
CUST00704,2025-09-30,1,train
CUST00705,2025-09-30,1,train
CUST00706,2025-09-30,0,test
CUST00707,2025-09-30,0,validation
CUST00708,2025-09-30,0,validation
CUST00709,2025-09-30,1,test
CUST00710,2025-09-30,0,validation
CUST00711,2025-09-30,0,train
CUST00712,2025-09-30,0,train
CUST00713,2025-09-30,0,train
CUST00714,2025-09-30,0,train
CUST00715,2025-09-30,0,train
CUST00716,2025-09-30,0,test
CUST00717,2025-09-30,0,train
CUST00718,2025-09-30,1,validation
CUST00719,2025-09-30,0,train
CUST00720,2025-09-30,1,train
CUST00721,2025-09-30,0,train
CUST00722,2025-09-30,1,validation
CUST00723,2025-09-30,1,train
CUST00724,2025-09-30,0,test
CUST00725,2025-09-30,1,test
CUST00726,2025-09-30,0,train
CUST00727,2025-09-30,1,validation
CUST00728,2025-09-30,1,train
CUST00729,2025-09-30,1,train
CUST00730,2025-09-30,0,train
CUST00731,2025-09-30,1,test
CUST00732,2025-09-30,0,train
CUST00733,2025-09-30,0,train
CUST00734,2025-09-30,0,test
CUST00735,2025-09-30,0,test
CUST00736,2025-09-30,1,validation
CUST00737,2025-09-30,0,test
CUST00738,2025-09-30,1,test
CUST00739,2025-09-30,0,train
CUST00740,2025-09-30,1,test
CUST00741,2025-09-30,0,train
CUST00742,2025-09-30,1,train
CUST00743,2025-09-30,0,train
CUST00744,2025-09-30,1,validation
CUST00745,2025-09-30,0,train
CUST00746,2025-09-30,1,validation
CUST00747,2025-09-30,0,train
CUST00748,2025-09-30,0,train
CUST00749,2025-09-30,0,validation
CUST00750,2025-09-30,0,test
CUST00751,2025-09-30,0,train
CUST00752,2025-09-30,1,validation
CUST00753,2025-09-30,1,train
CUST00754,2025-09-30,0,validation
CUST00755,2025-09-30,1,test
CUST00756,2025-09-30,1,train
CUST00757,2025-09-30,0,validation
CUST00758,2025-09-30,0,train
CUST00759,2025-09-30,1,train
CUST00760,2025-09-30,1,train
CUST00761,2025-09-30,1,train
CUST00762,2025-09-30,0,train
CUST00763,2025-09-30,1,train
CUST00764,2025-09-30,0,train
CUST00765,2025-09-30,1,test
CUST00766,2025-09-30,1,train
CUST00767,2025-09-30,1,train
CUST00768,2025-09-30,0,train
CUST00769,2025-09-30,1,train
CUST00770,2025-09-30,0,train
CUST00771,2025-09-30,1,train
CUST00772,2025-09-30,1,validation
CUST00773,2025-09-30,1,validation
CUST00774,2025-09-30,1,train
CUST00775,2025-09-30,0,train
CUST00776,2025-09-30,1,train
CUST00777,2025-09-30,0,train
CUST00778,2025-09-30,1,train
CUST00779,2025-09-30,0,train
CUST00780,2025-09-30,0,train
CUST00781,2025-09-30,0,validation
CUST00782,2025-09-30,1,test
CUST00783,2025-09-30,1,test
CUST00784,2025-09-30,1,train
CUST00785,2025-09-30,0,train
CUST00786,2025-09-30,1,validation
CUST00787,2025-09-30,0,train
CUST00788,2025-09-30,0,train
CUST00789,2025-09-30,0,test
CUST00790,2025-09-30,1,train
CUST00791,2025-09-30,1,train
CUST00792,2025-09-30,1,test
CUST00793,2025-09-30,1,train
CUST00794,2025-09-30,1,train
CUST00795,2025-09-30,1,validation
CUST00796,2025-09-30,1,test
CUST00797,2025-09-30,0,test
CUST00798,2025-09-30,0,validation
CUST00799,2025-09-30,1,train
CUST00800,2025-09-30,0,test
CUST00801,2025-09-30,1,validation
CUST00802,2025-09-30,1,train
CUST00803,2025-09-30,0,train
CUST00804,2025-09-30,0,train
CUST00805,2025-09-30,0,train
CUST00806,2025-09-30,0,train
CUST00807,2025-09-30,1,train
CUST00808,2025-09-30,0,train
CUST00809,2025-09-30,0,train
CUST00810,2025-09-30,0,train
CUST00811,2025-09-30,1,train
CUST00812,2025-09-30,1,train
CUST00813,2025-09-30,0,train
CUST00814,2025-09-30,0,train
