order_id,customer_id,order_date,category,quantity,gross_amount,discount_pct,delivery_days,returned,rating
ORD000043,CUST00014,2025-07-22,Skin Care,1,676.54,0.14,6,0,5
ORD000037,CUST00014,2025-08-10,Skin Care,1,705.85,0.15,4,0,5
ORD008142,CUST00014,2025-11-06,Makeup,1,560.94,0.35,4,0,2
ORD008143,CUST00014,2025-11-29,Makeup,1,417.53,0.42,4,0,5
ORD000044,CUST00015,2024-12-07,Skin Care,3,1545.35,0.18,3,0,2
ORD000046,CUST00015,2025-01-03,Hair Care,4,1132.44,0.46,2,0,5
ORD000045,CUST00015,2025-05-23,Makeup,2,1128.76,0.25,4,0,5
ORD000047,CUST00015,2025-08-26,Hair Care,1,394.38,0.32,4,0,5
ORD008144,CUST00015,2025-11-29,Fragrance,2,1604.41,0.22,4,0,5
ORD000048,CUST00016,2025-02-27,Skin Care,1,478.02,0.22,6,0,1
ORD000049,CUST00017,2024-10-22,Baby Care,1,280.42,0.29,6,0,5
ORD000051,CUST00017,2024-11-13,Makeup,1,527.55,0.35,7,0,5
ORD000050,CUST00017,2024-12-18,Hair Care,2,891.17,0.16,6,0,5
ORD000052,CUST00018,2025-06-11,Baby Care,1,329.21,0.36,6,0,4
ORD000053,CUST00019,2025-05-31,Skin Care,2,1022.95,0.21,5,0,3
ORD000054,CUST00019,2025-09-21,Skin Care,1,575.98,0,5,0,5
ORD008145,CUST00019,2025-10-26,Baby Care,3,1120.09,0.18,1,0,5
ORD000057,CUST00020,2024-07-24,Baby Care,2,789.99,0.07,6,0,4
ORD000056,CUST00020,2024-08-14,Wellness,2,987.45,0.26,6,0,4
ORD000055,CUST00020,2024-09-27,Skin Care,4,2710.51,0.06,3,0,5
ORD000059,CUST00021,2025-06-03,Hair Care,1,340.95,0.38,4,0,5
ORD000058,CUST00021,2025-07-15,Wellness,2,718.35,0.49,7,0,3
ORD000060,CUST00022,2025-09-01,Baby Care,2,454.06,0.31,3,0,5
ORD008146,CUST00022,2025-10-24,Fragrance,1,878.61,0.19,3,0,5
ORD000061,CUST00023,2025-09-09,Baby Care,1,400.98,0.25,6,0,3
ORD008147,CUST00023,2025-10-19,Wellness,1,371.06,0.24,8,0,3
ORD000062,CUST00024,2025-09-26,Skin Care,1,481.35,0.34,4,0,5
ORD008148,CUST00024,2025-11-16,Skin Care,1,486.62,0.26,4,0,5
ORD000063,CUST00025,2024-05-21,Baby Care,1,342.63,0.29,4,0,4
ORD000065,CUST00025,2024-06-08,Hair Care,1,253.28,0.4,4,0,3
ORD000067,CUST00025,2024-06-25,Skin Care,4,1987.35,0.31,6,0,5
ORD000068,CUST00025,2024-11-24,Baby Care,1,464.81,0.2,7,0,4
ORD000066,CUST00025,2025-03-18,Makeup,1,689.41,0.22,4,0,5
ORD000069,CUST00025,2025-03-25,Makeup,1,613.41,0.38,3,0,4
ORD000064,CUST00025,2025-04-18,Makeup,1,517.97,0.38,8,0,5
ORD000070,CUST00026,2025-05-07,Skin Care,2,1208.23,0.17,3,0,3
ORD000071,CUST00026,2025-07-08,Skin Care,3,1582.47,0.21,7,0,4
ORD000072,CUST00026,2025-07-20,Baby Care,2,770.69,0.11,2,1,2
ORD008149,CUST00026,2025-10-20,Fragrance,1,960.04,0,5,1,5
ORD000073,CUST00027,2025-07-22,Fragrance,3,2128.34,0.3,7,1,1
ORD008150,CUST00027,2025-11-15,Wellness,1,537.66,0.27,4,0,4
ORD000075,CUST00028,2025-03-12,Wellness,2,847.95,0.27,4,0,3
ORD000074,CUST00028,2025-07-09,Baby Care,2,641.83,0.11,5,0,2
ORD008151,CUST00028,2025-11-26,Baby Care,1,363.95,0.31,3,0,5
ORD000076,CUST00029,2024-11-04,Fragrance,2,1340.97,0.28,3,0,5
ORD000080,CUST00029,2024-11-12,Hair Care,1,409.6,0.29,4,0,1
ORD000077,CUST00029,2024-12-07,Skin Care,2,950.37,0.29,6,0,5
ORD000081,CUST00029,2024-12-25,Hair Care,1,597.35,0.05,2,0,5
ORD000082,CUST00029,2025-01-08,Skin Care,1,572.57,0.36,3,0,5
ORD000079,CUST00029,2025-09-08,Hair Care,1,330.45,0.25,2,0,3
ORD000078,CUST00029,2025-09-12,Skin Care,1,505.71,0.3,3,0,5
ORD000083,CUST00029,2025-09-12,Hair Care,1,545.88,0.05,5,0,3
ORD008153,CUST00029,2025-11-09,Baby Care,1,305.76,0,5,0,5
ORD008154,CUST00029,2025-11-10,Fragrance,1,997.49,0.02,7,0,4
ORD008152,CUST00029,2025-11-18,Baby Care,2,566.65,0.25,5,0,4
ORD000087,CUST00030,2024-08-10,Makeup,1,615.61,0.23,4,0,5
ORD000084,CUST00030,2025-06-23,Skin Care,1,447.9,0.46,6,0,5
ORD000089,CUST00030,2025-07-14,Baby Care,1,346.39,0.37,4,0,4
ORD000088,CUST00030,2025-07-28,Baby Care,1,149,0.28,5,0,2
ORD000086,CUST00030,2025-08-01,Wellness,3,1210.11,0.28,2,0,5
ORD000085,CUST00030,2025-09-25,Fragrance,1,666.58,0.42,5,0,5
ORD008155,CUST00030,2025-11-14,Wellness,1,448.87,0.34,3,0,5
ORD000090,CUST00031,2025-08-12,Hair Care,2,672.95,0.24,5,0,4
ORD000091,CUST00032,2025-02-10,Skin Care,1,415.07,0.47,5,0,5
ORD000092,CUST00032,2025-03-22,Wellness,2,839.5,0.31,2,0,4
ORD000093,CUST00032,2025-08-28,Hair Care,2,694.18,0.32,5,0,4
ORD008156,CUST00032,2025-10-29,Wellness,1,507.3,0.17,3,0,5
ORD000094,CUST00033,2024-11-16,Baby Care,1,250.4,0.41,5,1,1
ORD000096,CUST00033,2025-07-18,Fragrance,1,633.06,0.41,4,0,
ORD000095,CUST00033,2025-08-24,Makeup,2,818.78,0.54,4,0,4
ORD000097,CUST00033,2025-09-18,Skin Care,1,425.85,0.26,5,1,5
ORD008158,CUST00033,2025-11-04,Wellness,1,651.46,0.15,3,0,3
ORD008157,CUST00033,2025-11-15,Baby Care,3,769.35,0.44,4,0,5
ORD000103,CUST00034,2024-10-21,Fragrance,1,584.09,0.34,4,0,4
ORD000100,CUST00034,2024-10-26,Baby Care,1,268.53,0.35,4,0,3
ORD000099,CUST00034,2024-12-29,Skin Care,1,445.42,0.45,2,0,5
ORD000101,CUST00034,2025-02-10,Skin Care,1,594.76,0.06,5,0,5
ORD000098,CUST00034,2025-07-23,Skin Care,1,486.93,0.23,3,0,5
ORD000102,CUST00034,2025-08-11,Fragrance,1,973.28,0.14,4,0,4
ORD008159,CUST00034,2025-10-08,Baby Care,2,812.38,0.16,6,0,4
ORD000106,CUST00035,2024-11-23,Hair Care,1,440.97,0.17,3,0,5
ORD000105,CUST00035,2025-01-03,Baby Care,1,149,0.44,3,0,4
ORD000104,CUST00035,2025-05-26,Makeup,1,779.74,0.12,3,0,4
ORD000109,CUST00036,2025-04-19,Hair Care,1,306.49,0.52,5,0,5
ORD000110,CUST00036,2025-04-28,Baby Care,1,309.66,0.24,2,0,3
ORD000108,CUST00036,2025-06-03,Fragrance,1,522.03,0.41,1,0,2
ORD000107,CUST00036,2025-09-03,Skin Care,1,599.15,0.29,5,1,1
ORD000111,CUST00037,2025-06-20,Baby Care,2,435.83,0.43,3,0,3
ORD008160,CUST00037,2025-10-11,Baby Care,3,741.71,0.39,2,0,4
ORD008161,CUST00037,2025-11-21,Hair Care,2,843.98,0.27,4,0,5
ORD000115,CUST00038,2025-03-01,Baby Care,1,149,0.47,4,0,5
ORD000113,CUST00038,2025-05-25,Makeup,1,749.83,0.22,6,0,5
ORD000112,CUST00038,2025-07-05,Hair Care,2,716.38,0.36,2,0,5
ORD000114,CUST00038,2025-08-10,Skin Care,1,489.4,0.37,6,0,1
ORD008163,CUST00038,2025-10-04,Baby Care,1,256.47,0.32,5,0,5
ORD008162,CUST00038,2025-11-19,Wellness,1,400.44,0.43,4,0,4
ORD000116,CUST00039,2024-12-26,Fragrance,1,424.94,0.47,7,0,3
ORD000118,CUST00039,2025-09-06,Makeup,1,725.43,0.15,7,0,2
ORD000117,CUST00039,2025-09-15,Hair Care,1,448.12,0.27,5,0,5
ORD008164,CUST00039,2025-10-30,Wellness,1,495.6,0.17,5,0,5
ORD000119,CUST00040,2025-04-29,Hair Care,2,634.73,0.38,6,0,5
ORD000120,CUST00041,2024-05-18,Hair Care,1,402.47,0.3,5,0,4
ORD000123,CUST00041,2024-11-25,Makeup,2,733.02,0.47,3,0,4
ORD000122,CUST00041,2025-02-27,Hair Care,1,409.38,0.18,5,0,5
ORD000121,CUST00041,2025-08-07,Skin Care,1,366.99,0.44,5,0,5
ORD000130,CUST00042,2024-05-24,Skin Care,3,1908.63,0.08,3,1,4
ORD000129,CUST00042,2024-07-18,Hair Care,2,487.91,0.49,6,1,4
ORD000128,CUST00042,2024-11-05,Baby Care,1,342.57,0.25,6,0,4
ORD000131,CUST00042,2024-11-20,Hair Care,1,478.63,0.15,4,0,3
ORD000125,CUST00042,2025-04-27,Fragrance,2,1563.86,0.24,4,0,2
ORD000132,CUST00042,2025-05-04,Skin Care,1,788.41,0.03,4,0,4
ORD000127,CUST00042,2025-06-20,Makeup,2,1145.49,0.22,2,0,2
ORD000126,CUST00042,2025-06-23,Baby Care,1,439.38,0.12,5,0,5
ORD000124,CUST00042,2025-07-05,Makeup,1,368.86,0.39,4,0,4
ORD008165,CUST00042,2025-10-15,Hair Care,1,395.54,0.25,1,0,5
ORD000133,CUST00043,2025-09-06,Hair Care,1,363.01,0.43,4,0,5
ORD008166,CUST00043,2025-11-18,Baby Care,1,342.31,0.3,2,0,1
ORD000136,CUST00044,2024-09-01,Fragrance,1,467.04,0.51,6,0,5
ORD000134,CUST00044,2025-01-21,Skin Care,3,1357.54,0.36,4,0,5
ORD000135,CUST00044,2025-07-20,Skin Care,2,899.51,0.29,4,0,4
ORD008167,CUST00044,2025-10-03,Fragrance,1,685.56,0.31,4,0,5
ORD000137,CUST00045,2025-06-26,Wellness,1,413.75,0.33,1,0,4
ORD000138,CUST00046,2025-05-26,Hair Care,1,489.87,0.13,5,0,3
ORD000139,CUST00047,2025-03-10,Skin Care,1,764.43,0.16,6,0,3
ORD000142,CUST00048,2025-04-17,Skin Care,1,309.21,0.46,6,1,2
ORD000141,CUST00048,2025-06-13,Makeup,1,597.87,0.32,7,0,4
ORD000143,CUST00048,2025-07-05,Hair Care,1,421.0,0.21,5,0,4
ORD000140,CUST00048,2025-07-31,Makeup,2,1122.37,0.26,6,0,3
ORD008168,CUST00048,2025-11-19,Hair Care,1,409.69,0.32,4,0,3
ORD000144,CUST00049,2025-09-22,Makeup,1,380.83,0.47,6,0,5
ORD008169,CUST00049,2025-10-22,Wellness,2,791.78,0.34,3,1,2
ORD000146,CUST00050,2025-02-02,Skin Care,1,439.85,0.4,4,0,5
ORD000147,CUST00050,2025-06-22,Makeup,3,1529.86,0.32,5,1,1
ORD000145,CUST00050,2025-09-30,Hair Care,1,496.68,0.28,3,0,
ORD008170,CUST00050,2025-10-05,Makeup,1,703.19,0.18,5,0,4
ORD000149,CUST00051,2024-04-15,Wellness,1,401.8,0.41,5,0,5
ORD000151,CUST00051,2024-06-30,Makeup,2,799.78,0.47,4,0,3
ORD000150,CUST00051,2024-12-26,Skin Care,4,2302.34,0.22,4,0,4
ORD000148,CUST00051,2025-03-04,Wellness,2,940.38,0.31,6,0,4
ORD000154,CUST00052,2025-02-13,Skin Care,2,986.61,0.25,5,1,3
ORD000152,CUST00052,2025-07-23,Skin Care,1,629.25,0.1,4,0,5
ORD000153,CUST00052,2025-08-06,Hair Care,3,1191.28,0.28,5,0,3
ORD000155,CUST00053,2025-01-23,Skin Care,4,2128.72,0.21,3,0,3
ORD000158,CUST00053,2025-08-02,Fragrance,2,1353.01,0.29,8,0,5
ORD000156,CUST00053,2025-08-31,Baby Care,2,397.84,0.45,2,0,4
ORD000157,CUST00053,2025-09-05,Baby Care,1,313.02,0.63,6,0,5
ORD008171,CUST00053,2025-10-09,Baby Care,1,340.61,0.08,2,0,4
ORD008172,CUST00053,2025-11-20,Fragrance,1,889.72,0.15,5,0,5
ORD000159,CUST00054,2025-09-24,Skin Care,1,489.85,0.25,5,0,5
ORD008173,CUST00054,2025-11-07,Makeup,1,664.52,0.14,5,1,5
ORD000162,CUST00055,2025-04-07,Hair Care,1,351.12,0.23,8,0,5
ORD000161,CUST00055,2025-09-07,Makeup,1,662.77,0.24,5,0,2
ORD000160,CUST00055,2025-09-27,Hair Care,1,294.46,0.27,7,0,5
ORD008174,CUST00055,2025-11-29,Hair Care,1,398.89,0.27,4,0,2
ORD000165,CUST00056,2025-03-30,Hair Care,1,379.72,0.28,7,0,2
ORD000166,CUST00056,2025-05-04,Skin Care,2,1059.55,0.17,3,0,4
ORD000164,CUST00056,2025-08-28,Skin Care,1,531.77,0.29,2,0,3
ORD000163,CUST00056,2025-09-21,Makeup,3,1559.37,0.4,3,0,5
ORD008175,CUST00056,2025-10-08,Makeup,1,639.32,0.29,4,0,4
ORD000168,CUST00057,2025-02-25,Hair Care,2,797.49,0.35,6,0,5
ORD000167,CUST00057,2025-05-17,Skin Care,3,1713.34,0.14,3,0,3
ORD000171,CUST00058,2024-06-01,Wellness,2,764.57,0.41,3,0,4
ORD000169,CUST00058,2025-02-12,Wellness,1,444.94,0.13,4,0,2
ORD000170,CUST00058,2025-03-11,Skin Care,1,597.42,0.18,6,0,5
ORD000172,CUST00058,2025-08-19,Baby Care,2,644.61,0.21,1,0,4
ORD008176,CUST00058,2025-10-12,Hair Care,3,1479.21,0.08,3,0,5
ORD000175,CUST00059,2024-06-27,Hair Care,4,1405.08,0.34,2,0,5
ORD000174,CUST00059,2025-06-08,Skin Care,1,699.78,0.2,4,0,3
ORD000173,CUST00059,2025-09-28,Skin Care,2,747.77,0.44,2,0,5
ORD008178,CUST00059,2025-10-25,Skin Care,2,810.95,0.35,4,0,4
ORD008177,CUST00059,2025-11-21,Wellness,3,1387.36,0.3,5,0,4
ORD000176,CUST00060,2025-05-08,Baby Care,1,293.22,0.36,6,0,5
ORD000179,CUST00061,2025-01-02,Wellness,1,333.69,0.42,5,0,5
ORD000178,CUST00061,2025-05-30,Fragrance,1,556.62,0.49,4,0,4
ORD000180,CUST00061,2025-08-28,Hair Care,2,552.18,0.41,5,0,5
ORD000177,CUST00061,2025-09-16,Skin Care,1,523.6,0.32,3,0,5
ORD008179,CUST00061,2025-11-27,Wellness,1,545.63,0.06,5,0,4
ORD000183,CUST00062,2024-08-14,Skin Care,1,509.21,0.27,4,0,4
ORD000181,CUST00062,2025-04-11,Makeup,1,572.77,0.21,8,0,5
ORD000184,CUST00062,2025-05-13,Hair Care,3,1210.84,0.21,4,0,4
ORD000182,CUST00062,2025-09-09,Skin Care,1,512.37,0.32,7,0,5
ORD008180,CUST00062,2025-10-11,Baby Care,1,329.89,0.34,5,0,4
ORD000185,CUST00063,2025-02-26,Hair Care,1,397.69,0.22,3,0,5
ORD000186,CUST00064,2025-09-28,Hair Care,2,654.93,0.43,5,0,4
ORD008182,CUST00064,2025-10-30,Wellness,1,626.8,0.23,4,0,3
ORD008181,CUST00064,2025-11-03,Skin Care,1,352.27,0.36,5,0,2
ORD000187,CUST00065,2025-09-24,Skin Care,3,1911.67,0,2,0,5
ORD008184,CUST00065,2025-10-09,Hair Care,1,489.63,0.22,3,0,4
ORD008183,CUST00065,2025-10-26,Fragrance,1,719.18,0.39,3,0,4
ORD008185,CUST00065,2025-11-29,Fragrance,1,846.43,0.16,4,0,2
ORD000192,CUST00066,2024-03-29,Wellness,1,422.85,0.35,5,0,4
ORD000191,CUST00066,2024-05-04,Skin Care,1,626.27,0.24,4,0,3
ORD000190,CUST00066,2024-10-24,Baby Care,1,409.39,0.25,7,0,4
ORD000189,CUST00066,2024-11-08,Fragrance,1,692.84,0.38,5,0,3
ORD000188,CUST00066,2024-11-14,Makeup,4,2447.6,0.24,3,0,3
ORD000194,CUST00067,2025-07-27,Baby Care,2,682.39,0.11,5,1,2
ORD000193,CUST00067,2025-07-29,Makeup,1,564.05,0.29,1,0,3
ORD000196,CUST00068,2024-08-20,Baby Care,1,332.4,0.23,5,1,5
ORD000197,CUST00068,2024-09-01,Skin Care,2,963.49,0.26,3,0,5
ORD000195,CUST00068,2024-10-19,Hair Care,2,827.77,0.24,4,0,3
ORD000199,CUST00069,2025-04-30,Skin Care,1,422.86,0.34,2,0,5
ORD000198,CUST00069,2025-09-01,Hair Care,1,451.61,0.11,5,0,5
ORD000200,CUST00070,2025-08-23,Baby Care,2,542.98,0.34,4,0,2
ORD000201,CUST00071,2025-08-29,Skin Care,3,2062.5,0.08,7,0,4
ORD000205,CUST00072,2025-01-21,Wellness,1,443.6,0.3,4,0,5
ORD000202,CUST00072,2025-03-22,Baby Care,1,445.58,0.05,4,0,4
ORD000204,CUST00072,2025-06-18,Hair Care,1,598.87,0,3,0,2
ORD000203,CUST00072,2025-07-02,Baby Care,4,1098.97,0.42,5,0,3
ORD000207,CUST00073,2024-01-09,Baby Care,3,1253.48,0.2,4,0,4
ORD000209,CUST00073,2024-08-05,Hair Care,1,466.95,0.1,2,0,5
ORD000206,CUST00073,2024-10-06,Hair Care,2,1205.92,0,5,0,5
ORD000208,CUST00073,2025-09-01,Skin Care,1,726.13,0.05,3,0,1
ORD000210,CUST00073,2025-09-22,Hair Care,1,424.59,0.42,6,0,3
ORD008187,CUST00073,2025-10-11,Makeup,1,587.46,0.13,3,0,5
ORD008186,CUST00073,2025-10-16,Fragrance,2,1589.24,0.21,5,0,5
ORD000214,CUST00074,2025-02-05,Wellness,1,456.44,0.47,3,0,5
ORD000211,CUST00074,2025-02-25,Baby Care,1,196.84,0.52,7,0,3
ORD000213,CUST00074,2025-03-22,Makeup,2,1046.03,0.34,1,0,3
ORD000212,CUST00074,2025-09-23,Hair Care,2,824.34,0.23,8,1,3
ORD008188,CUST00074,2025-11-04,Wellness,1,360.83,0.4,6,0,5
ORD000220,CUST00075,2024-09-08,Wellness,1,444.24,0.37,5,0,3
ORD000222,CUST00075,2024-11-01,Baby Care,2,664.29,0.3,2,0,4
ORD000223,CUST00075,2024-11-12,Fragrance,3,2172.6,0.27,5,0,3
ORD000218,CUST00075,2025-01-26,Skin Care,1,617.77,0.05,8,0,2
ORD000217,CUST00075,2025-01-29,Hair Care,1,419.39,0.41,4,0,5
ORD000216,CUST00075,2025-03-04,Skin Care,3,1185.87,0.42,4,0,5
ORD000219,CUST00075,2025-04-21,Baby Care,1,207.74,0.38,7,0,4
ORD000215,CUST00075,2025-05-27,Skin Care,1,646.4,0.27,8,0,5
ORD000221,CUST00075,2025-09-27,Hair Care,1,433.31,0.24,5,0,5
ORD008190,CUST00075,2025-10-03,Baby Care,2,580.12,0.32,3,0,4
ORD008189,CUST00075,2025-10-17,Makeup,1,342.99,0.46,6,0,4
ORD000224,CUST00076,2025-07-30,Fragrance,1,711.92,0.27,5,0,5
ORD000225,CUST00076,2025-09-10,Fragrance,1,673.35,0.17,5,0,5
ORD008192,CUST00076,2025-11-17,Baby Care,1,368.41,0.26,3,0,3
ORD008191,CUST00076,2025-11-29,Skin Care,2,1134.35,0.22,4,0,1
ORD000226,CUST00077,2025-06-13,Skin Care,1,394.32,0.36,2,0,4
ORD000227,CUST00078,2025-05-14,Skin Care,2,894.45,0.42,3,1,1
ORD000228,CUST00079,2025-03-23,Skin Care,1,619.57,0.05,4,0,1
ORD000229,CUST00080,2024-08-16,Baby Care,2,488.61,0.35,2,0,3
ORD000230,CUST00080,2025-03-17,Skin Care,1,613.12,0.11,5,0,3
ORD000231,CUST00080,2025-08-11,Hair Care,3,1461.68,0.11,3,0,2
ORD008193,CUST00080,2025-11-22,Hair Care,1,269.57,0.48,2,0,5
ORD000235,CUST00081,2024-11-29,Skin Care,1,675.96,0.07,5,0,3
ORD000238,CUST00081,2025-01-10,Skin Care,1,537.94,0.2,3,1,2
ORD000237,CUST00081,2025-03-01,Skin Care,1,679.94,0,7,1,4
ORD000239,CUST00081,2025-04-28,Skin Care,1,673.67,0,7,0,3
ORD000232,CUST00081,2025-05-11,Hair Care,2,833.67,0.23,1,0,3
ORD000234,CUST00081,2025-05-27,Makeup,2,1146.95,0.37,2,0,5
ORD000236,CUST00081,2025-05-30,Baby Care,1,209.02,0.34,5,0,5
ORD000233,CUST00081,2025-09-11,Hair Care,1,554.01,0.07,4,0,4
ORD008194,CUST00081,2025-10-20,Hair Care,1,494.62,0.09,5,0,4
ORD000240,CUST00082,2024-11-29,Skin Care,1,760.21,0.06,5,0,1
ORD000242,CUST00082,2024-12-18,Baby Care,1,338.48,0.22,6,0,4
ORD000241,CUST00082,2025-01-19,Baby Care,2,572.56,0.23,1,0,1
ORD000244,CUST00083,2025-04-08,Skin Care,1,362.77,0.31,5,0,3
ORD000243,CUST00083,2025-07-03,Skin Care,1,444.1,0.36,6,1,4
ORD000245,CUST00084,2025-04-16,Baby Care,3,1273.18,0.12,3,0,5
ORD000246,CUST00085,2025-09-16,Skin Care,2,1257.8,0.2,4,0,5
ORD000251,CUST00086,2025-03-16,Hair Care,1,454.26,0.26,3,0,4
ORD000248,CUST00086,2025-04-20,Hair Care,2,648.16,0.37,3,0,4
ORD000247,CUST00086,2025-07-14,Hair Care,1,303.91,0.29,7,0,4
ORD000249,CUST00086,2025-08-05,Hair Care,1,333.83,0.27,7,0,4
ORD000250,CUST00086,2025-09-09,Hair Care,1,455.25,0.14,4,0,5
ORD008195,CUST00086,2025-10-21,Fragrance,1,808.25,0.26,5,0,4
ORD000252,CUST00087,2025-08-17,Wellness,2,933.58,0.38,7,0,5
ORD008197,CUST00087,2025-10-06,Makeup,1,662.41,0.16,2,1,3
ORD008198,CUST00087,2025-10-17,Skin Care,2,945.76,0.19,4,0,5
ORD008196,CUST00087,2025-11-02,Hair Care,2,1069.22,0,5,0,5
ORD000255,CUST00088,2024-02-28,Hair Care,1,388.11,0.27,1,0,5
ORD000254,CUST00088,2024-03-31,Fragrance,1,780.86,0.26,3,0,5
ORD000261,CUST00088,2024-04-29,Makeup,1,501.99,0.31,8,0,5
ORD000256,CUST00088,2024-05-02,Wellness,2,1033.08,0.23,2,0,4
ORD000258,CUST00088,2024-05-12,Hair Care,1,329.87,0.45,6,0,3
ORD000259,CUST00088,2024-08-23,Hair Care,2,536.94,0.43,2,0,5
ORD000262,CUST00088,2024-11-03,Hair Care,1,305.32,0.39,4,0,5
ORD000260,CUST00088,2025-01-23,Hair Care,1,361.86,0.33,6,0,2
ORD000264,CUST00088,2025-02-13,Wellness,2,816.62,0.51,6,0,5
ORD000257,CUST00088,2025-03-21,Skin Care,1,550.71,0.34,6,0,5
ORD000253,CUST00088,2025-04-16,Skin Care,2,732.35,0.5,4,0,5
ORD000263,CUST00088,2025-06-24,Makeup,1,436.79,0.36,7,0,4
ORD000265,CUST00089,2024-11-29,Skin Care,2,1312.25,0.1,5,0,5
ORD000266,CUST00089,2025-04-18,Makeup,3,1513.5,0.4,6,0,3
ORD000267,CUST00090,2025-04-23,Baby Care,1,300.42,0.3,6,0,5
ORD000268,CUST00090,2025-05-16,Hair Care,2,741.47,0.29,6,0,4
ORD000270,CUST00090,2025-06-19,Baby Care,3,685.29,0.43,8,0,4
ORD000269,CUST00090,2025-07-12,Wellness,1,239.13,0.48,5,0,5
